type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,6137,260422004343700010005,WHATSAPP BUSINESS BPR SUPRA,chat.wappin.id,Sektor Keuangan,BANK PERKREDITAN RAKYAT SUPRA ARTAPERSADA,2022-07-18,004223.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7badf3932864657db37729412cdad773.png,SUSPENDED_BY_TAKEL,6005
tdpseTerbit,5825,912010671095200100006,WHATSAPP BISNIS - BPR PALU LOKADANA UTAMA,panel.damcorp.id,Sektor Keuangan,BANK PERKREDITAN RAKYAT PALU LOKADANA UTAMA,2022-07-15,004168.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f2a46d72c8fc67d3d92c6914fc87885e.png,SUSPENDED_BY_TAKEL,5684
tdpseTerbit,5292,812021918055300000003,"SHOPEE, TOKOPEDIA, LAZADA, DLL",-,Sektor Perdagangan,FORMULA JELITA INTERNASIONAL,2022-07-11,003954.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/743e9a973dad1e6830ba1b0afdc3c30d.png,SUSPENDED_BY_TAKEL,5161
tdpseTerbit,5278,812021918055300000002,"TOKOPEDIA, SHOPEE, LAZADA, DLL",-,Sektor Perdagangan,FORMULA JELITA INTERNASIONAL,2022-07-11,003954.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/345e063c3eb3c09b21c8464fb133f825.png,SUSPENDED_BY_TAKEL,5147
tdpseTerbit,5216,080722000906200000003,STARINDO.SANTOSO (SHOPEE),-,Sektor Perdagangan,RATNAWATI,2022-07-08,003876.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/71258503f09fcb6d7e2dd0077f7ffe06.png,SUSPENDED_BY_TAKEL,5086
tdpseTerbit,5212,,STARINDO_SAN (LAZADA),-,Sektor Perdagangan,RATNAWATI,2022-07-08,003876.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a43512fdb1aad420235922b8eb7c238c.png,SUSPENDED_BY_TAKEL,5083
tdpseTerbit,5205,,LAZADA (STARINDO_SAN),-,Sektor Perdagangan,RATNAWATI,2022-07-08,003876.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f087070c2a7092fc7122d5ba61fbf3de.png,SUSPENDED_BY_TAKEL,5076
tdpseTerbit,7019,912001321370600000011,YOUTUBE (KLEANER INDONESIA),-,Sektor Perdagangan,INTERNUSA TERUS JAYA,2022-07-19,002962.12/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/685aef9b016eb2d30cef831b9fb4c6fd.png,SUSPENDED_BY_TAKEL,6867
tdpseTerbit,4259,912001321370600000010,GOOGLE (KLEANER INDONESIA),-,Sektor Perdagangan,INTERNUSA TERUS JAYA,2022-06-07,002858.11/DJAI.PSE/06/2022,https://pse.kominfo.go.id/storage/images/qr_code/693c3a32e7682545e2f73eda353835d3.png,SUSPENDED_BY_TAKEL,4254
tdpseTerbit,4258,912001321370600000009,TWITTER (@KLEANER_ID),-,Sektor Perdagangan,INTERNUSA TERUS JAYA,2022-06-07,002858.10/DJAI.PSE/06/2022,https://pse.kominfo.go.id/storage/images/qr_code/ce90581bba7b81ac0becb462572dd718.png,SUSPENDED_BY_TAKEL,4253
