type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,9174,null,GLONOVEL,play.google.com/store/apps/details?id=com.glonovel.story,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-27,006144.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/09f1a661351f326aacfa42494af026f7.png,TERDAFTAR,9081
tdpseTerbit,9173,null,HITNOVEL,play.google.com/store/apps/details?id=com.story.hitnovel,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-27,006144.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/96b0d38b23f4fecdf29f504c1ce23730.png,TERDAFTAR,9080
tdpseTerbit,8769,null,KUBACA,play.google.com/store/apps/details?id=com.reader.kubaca,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-22,006144.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5cb37184670e054b6224cf7caf0ef553.png,TERDAFTAR,8686
tdpseTerbit,8768,null,ESKYFUN GAME,forevergamehome.com,Sektor Teknologi Informasi dan Komunikasi,ESKYFUN GAME,2022-07-22,006143.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cefb5eb74575280e346f1f8786f8531c.png,TERDAFTAR,8685
tdpseTerbit,8480,null,HAMURNI APP,hamurni.com,Sektor Teknologi Informasi dan Komunikasi,WWF-WORLD WIDE FUND FOR NATURE (SINGAPORE) LIMITED,2022-07-21,005941.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f8728d5f5f29164f03337fd96c8decf2.png,TERDAFTAR,8396
tdpseTerbit,8775,null,MANGADEX - API,api.mangadex.org,Sektor Teknologi Informasi dan Komunikasi,TRISTAN NINE,2022-07-22,005940.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b8e63e11f44cdc5ec0cd0e5d4571584a.png,TERDAFTAR,8692
tdpseTerbit,8774,null,MANGADEX - CDN,uploads.mangadex.org,Sektor Teknologi Informasi dan Komunikasi,TRISTAN NINE,2022-07-22,005940.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f7d0d1d20d9f81767ea8ebfd578f6edc.png,TERDAFTAR,8691
tdpseTerbit,8479,null,MANGADEX,mangadex.org,Sektor Perdagangan,TRISTAN NINE,2022-07-21,005940.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/afc849abc05e1a925b39bac96a8506fa.png,TERDAFTAR,8395
tdpseTerbit,8477,null,"MANGODICKS, INC",mangodicks.org,Sektor Teknologi Informasi dan Komunikasi,"MANGODICKS, INC",2022-07-21,005939.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2527f94155c57e2555b24b72b35ff17c.png,TERDAFTAR,8394
tdpseTerbit,8476,null,HIGGS SLOT-DOMINO GAPLE QIUQIU,play.google.com/store/apps/details?id=com.big.hsidn,Sektor Teknologi Informasi dan Komunikasi,"B.I.G TECHNOLOGY CO., LIMITED",2022-07-21,005938.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/42d77edf36659783552207b358b799a9.png,TERDAFTAR,8393
